Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Chidlren Waiting on Adoption 31 August,Average Months since Termination of Parental Rights
2012,9-Midland,Male,Anglo,6-12 Years Old,3,19
2012,9-Midland,Male,Anglo,13-17 Years Old,5,48
2012,9-Midland,Male,Anglo,13-17 Years Old,4,56
2012,9-Midland,Male,Anglo,13-17 Years Old,2,36
2012,9-Midland,Male,Anglo,13-17 Years Old,2,19
2012,9-Midland,Male,Anglo,13-17 Years Old,1,90
2012,9-Midland,Male,Anglo,Birth to 5 Years Old,3,11
2012,9-Midland,Male,Anglo,Birth to 5 Years Old,8,9
2012,9-Midland,Male,Anglo,Birth to 5 Years Old,1,7
2012,9-Midland,Male,Anglo,Birth to 5 Years Old,1,10
2012,9-Midland,Male,Anglo,6-12 Years Old,1,17
2012,9-Midland,Male,Anglo,6-12 Years Old,2,12
2012,9-Midland,Male,Anglo,6-12 Years Old,3,14
2012,9-Midland,Male,Asian,Birth to 5 Years Old,1,5
2012,9-Midland,Male,Hispanic,Birth to 5 Years Old,1,1
2012,9-Midland,Male,Hispanic,Birth to 5 Years Old,5,4
2012,9-Midland,Male,Hispanic,6-12 Years Old,5,16
2012,9-Midland,Male,Hispanic,13-17 Years Old,7,41
2012,9-Midland,Male,Hispanic,13-17 Years Old,4,20
2012,9-Midland,Male,Hispanic,13-17 Years Old,3,18
2012,9-Midland,Male,Hispanic,13-17 Years Old,2,24
2012,9-Midland,Male,Hispanic,13-17 Years Old,1,53
2012,9-Midland,Male,Hispanic,Birth to 5 Years Old,7,8
2012,9-Midland,Male,Hispanic,Birth to 5 Years Old,5,7
2012,9-Midland,Male,Hispanic,Birth to 5 Years Old,8,11
2012,9-Midland,Male,Hispanic,Birth to 5 Years Old,4,15
2012,9-Midland,Male,Hispanic,6-12 Years Old,5,20
2012,9-Midland,Male,Hispanic,6-12 Years Old,2,18
2012,9-Midland,Male,Hispanic,6-12 Years Old,1,6
2012,9-Midland,Male,Hispanic,6-12 Years Old,3,11
2012,9-Midland,Male,Other,6-12 Years Old,2,45
2012,9-Midland,Male,Other,Birth to 5 Years Old,2,19
2012,9-Midland,Male,Other,6-12 Years Old,1,7
2012,9-Midland,Male,Other,6-12 Years Old,1,17
2012,9-Midland,Male,Unknown,Birth to 5 Years Old,1,2
2012,10-El Paso,Female,African American,Birth to 5 Years Old,2,4
2012,10-El Paso,Female,African American,Birth to 5 Years Old,1,2
2012,10-El Paso,Female,African American,6-12 Years Old,1,11
2012,10-El Paso,Female,Anglo,Birth to 5 Years Old,1,9
2012,10-El Paso,Female,Anglo,6-12 Years Old,1,8
2012,10-El Paso,Female,Anglo,13-17 Years Old,2,31
2012,10-El Paso,Female,Anglo,13-17 Years Old,1,9
2012,10-El Paso,Female,Anglo,Birth to 5 Years Old,2,10
2012,10-El Paso,Female,Anglo,Birth to 5 Years Old,1,1
2012,10-El Paso,Female,Anglo,6-12 Years Old,2,14
2012,10-El Paso,Female,Asian,Birth to 5 Years Old,1,4
2012,10-El Paso,Female,Asian,6-12 Years Old,1,10
2012,10-El Paso,Female,Hispanic,Birth to 5 Years Old,3,2
2012,10-El Paso,Female,Hispanic,6-12 Years Old,1,23
2012,10-El Paso,Female,Hispanic,6-12 Years Old,3,22
2012,10-El Paso,Female,Hispanic,6-12 Years Old,4,36
2012,10-El Paso,Female,Hispanic,13-17 Years Old,3,16
2012,10-El Paso,Female,Hispanic,13-17 Years Old,2,86
2012,10-El Paso,Female,Hispanic,Birth to 5 Years Old,3,7
2012,10-El Paso,Female,Hispanic,Birth to 5 Years Old,1,11
2012,10-El Paso,Female,Hispanic,Birth to 5 Years Old,5,6
2012,10-El Paso,Female,Hispanic,Birth to 5 Years Old,3,4
2012,10-El Paso,Female,Hispanic,6-12 Years Old,2,4
2012,10-El Paso,Female,Hispanic,6-12 Years Old,4,6
2012,10-El Paso,Female,Hispanic,6-12 Years Old,1,7
2012,10-El Paso,Female,Hispanic,6-12 Years Old,5,8
2012,10-El Paso,Male,African American,Birth to 5 Years Old,1,10
2012,10-El Paso,Male,Anglo,Birth to 5 Years Old,1,5
2012,10-El Paso,Male,Anglo,6-12 Years Old,1,21
2012,10-El Paso,Male,Anglo,13-17 Years Old,3,57
2012,10-El Paso,Male,Anglo,Birth to 5 Years Old,1,20
2012,10-El Paso,Male,Anglo,6-12 Years Old,1,9
2012,10-El Paso,Male,Hispanic,Birth to 5 Years Old,2,1
2012,10-El Paso,Male,Hispanic,Birth to 5 Years Old,3,2
2012,10-El Paso,Male,Hispanic,6-12 Years Old,3,16
2012,10-El Paso,Male,Hispanic,6-12 Years Old,3,45
2012,10-El Paso,Male,Hispanic,6-12 Years Old,4,19
2012,10-El Paso,Male,Hispanic,13-17 Years Old,3,35
2012,10-El Paso,Male,Hispanic,13-17 Years Old,5,20
2012,10-El Paso,Male,Hispanic,13-17 Years Old,7,60
2012,10-El Paso,Male,Hispanic,13-17 Years Old,4,30
2012,10-El Paso,Male,Hispanic,13-17 Years Old,1,71
2012,10-El Paso,Male,Hispanic,Birth to 5 Years Old,3,9
2012,10-El Paso,Male,Hispanic,Birth to 5 Years Old,8,14
2012,10-El Paso,Male,Hispanic,Birth to 5 Years Old,4,16
2012,10-El Paso,Male,Hispanic,Birth to 5 Years Old,3,3
2012,10-El Paso,Male,Hispanic,6-12 Years Old,1,5
2012,10-El Paso,Male,Hispanic,6-12 Years Old,7,10
2012,10-El Paso,Male,Hispanic,6-12 Years Old,5,14
2012,10-El Paso,Male,Hispanic,6-12 Years Old,3,5
2012,10-El Paso,Male,Other,Birth to 5 Years Old,1,1
2012,11-Edinburg,Female,African American,Birth to 5 Years Old,1,6
2012,11-Edinburg,Female,African American,6-12 Years Old,1,9
2012,11-Edinburg,Female,African American,13-17 Years Old,1,99
2012,11-Edinburg,Female,Anglo,Birth to 5 Years Old,1,13
2012,11-Edinburg,Female,Anglo,13-17 Years Old,1,6
2012,11-Edinburg,Female,Anglo,13-17 Years Old,4,69
2012,11-Edinburg,Female,Anglo,Birth to 5 Years Old,2,14
2012,11-Edinburg,Female,Anglo,Birth to 5 Years Old,1,2
2012,11-Edinburg,Female,Anglo,Birth to 5 Years Old,1,7
2012,11-Edinburg,Female,Anglo,6-12 Years Old,1,26
2012,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,1,6
2012,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,5,8
2012,11-Edinburg,Female,Hispanic,6-12 Years Old,3,22
2012,11-Edinburg,Female,Hispanic,6-12 Years Old,6,32
2012,11-Edinburg,Female,Hispanic,6-12 Years Old,11,33
2012,11-Edinburg,Female,Hispanic,13-17 Years Old,9,23
2012,11-Edinburg,Female,Hispanic,13-17 Years Old,11,28
2012,11-Edinburg,Female,Hispanic,13-17 Years Old,14,27
2012,11-Edinburg,Female,Hispanic,13-17 Years Old,14,42
2012,11-Edinburg,Female,Hispanic,13-17 Years Old,4,73
2012,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,6,9
2012,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,6,9
2012,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,8,14
2012,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,7,15
2012,11-Edinburg,Female,Hispanic,6-12 Years Old,7,22
2012,11-Edinburg,Female,Hispanic,6-12 Years Old,10,24
2012,11-Edinburg,Female,Hispanic,6-12 Years Old,6,15
2012,11-Edinburg,Female,Hispanic,6-12 Years Old,6,22
2012,11-Edinburg,Female,Other,13-17 Years Old,1,15
2012,11-Edinburg,Male,African American,13-17 Years Old,1,59
2012,11-Edinburg,Male,African American,13-17 Years Old,1,99
2012,11-Edinburg,Male,African American,Birth to 5 Years Old,2,11
2012,11-Edinburg,Male,Anglo,Birth to 5 Years Old,2,5
2012,11-Edinburg,Male,Anglo,6-12 Years Old,1,5
2012,11-Edinburg,Male,Anglo,6-12 Years Old,1,69
2012,11-Edinburg,Male,Anglo,13-17 Years Old,2,49
2012,11-Edinburg,Male,Anglo,13-17 Years Old,3,48
2012,11-Edinburg,Male,Anglo,13-17 Years Old,2,36
2012,11-Edinburg,Male,Anglo,13-17 Years Old,2,46
2012,11-Edinburg,Male,Anglo,13-17 Years Old,3,51
2012,11-Edinburg,Male,Anglo,Birth to 5 Years Old,1,7
2012,11-Edinburg,Male,Anglo,Birth to 5 Years Old,1,12
2012,11-Edinburg,Male,Anglo,Birth to 5 Years Old,2,8
2012,11-Edinburg,Male,Anglo,6-12 Years Old,2,19
2012,11-Edinburg,Male,Anglo,6-12 Years Old,2,19
2012,11-Edinburg,Male,Hispanic,Birth to 5 Years Old,3,2
2012,11-Edinburg,Male,Hispanic,Birth to 5 Years Old,11,5
2012,11-Edinburg,Male,Hispanic,6-12 Years Old,8,35
2012,11-Edinburg,Male,Hispanic,6-12 Years Old,8,31
2012,11-Edinburg,Male,Hispanic,6-12 Years Old,13,46
2012,11-Edinburg,Male,Hispanic,13-17 Years Old,8,46
2012,11-Edinburg,Male,Hispanic,13-17 Years Old,13,46
2012,11-Edinburg,Male,Hispanic,13-17 Years Old,14,55
2012,11-Edinburg,Male,Hispanic,13-17 Years Old,18,48
2012,11-Edinburg,Male,Hispanic,13-17 Years Old,12,37
2012,11-Edinburg,Male,Hispanic,Birth to 5 Years Old,16,10
2012,11-Edinburg,Male,Hispanic,Birth to 5 Years Old,8,9
2012,11-Edinburg,Male,Hispanic,Birth to 5 Years Old,8,11
2012,11-Edinburg,Male,Hispanic,Birth to 5 Years Old,3,8
2012,11-Edinburg,Male,Hispanic,6-12 Years Old,10,14
2012,11-Edinburg,Male,Hispanic,6-12 Years Old,9,19
2012,11-Edinburg,Male,Hispanic,6-12 Years Old,8,28
2012,11-Edinburg,Male,Hispanic,6-12 Years Old,6,30
2012,11-Edinburg,Male,Other,Birth to 5 Years Old,1,18
2012,11-Edinburg,Male,Unknown,Birth to 5 Years Old,1,0
2011,1-Lubbock,Female,African American,Birth to 5 Years Old,3,7
2011,1-Lubbock,Female,African American,6-12 Years Old,3,32
2011,1-Lubbock,Female,African American,6-12 Years Old,5,49
2011,1-Lubbock,Female,African American,6-12 Years Old,4,41
2011,1-Lubbock,Female,African American,13-17 Years Old,1,100
2011,1-Lubbock,Female,African American,13-17 Years Old,2,46
2011,1-Lubbock,Female,African American,13-17 Years Old,1,96
2011,1-Lubbock,Female,African American,13-17 Years Old,2,95
2011,1-Lubbock,Female,African American,Birth to 5 Years Old,5,8
2011,1-Lubbock,Female,African American,Birth to 5 Years Old,5,6
2011,1-Lubbock,Female,African American,Birth to 5 Years Old,2,16
2011,1-Lubbock,Female,African American,Birth to 5 Years Old,3,11
2011,1-Lubbock,Female,African American,6-12 Years Old,1,57
2011,1-Lubbock,Female,African American,6-12 Years Old,1,2
2011,1-Lubbock,Female,African American,6-12 Years Old,2,25
2011,1-Lubbock,Female,African American,6-12 Years Old,4,20
2011,1-Lubbock,Female,Anglo,Birth to 5 Years Old,4,5
2011,1-Lubbock,Female,Anglo,6-12 Years Old,2,13
2011,1-Lubbock,Female,Anglo,6-12 Years Old,1,3
2011,1-Lubbock,Female,Anglo,6-12 Years Old,3,21
2011,1-Lubbock,Female,Anglo,13-17 Years Old,2,54
2011,1-Lubbock,Female,Anglo,13-17 Years Old,1,7
2011,1-Lubbock,Female,Anglo,13-17 Years Old,4,22
2011,1-Lubbock,Female,Anglo,13-17 Years Old,1,106
2011,1-Lubbock,Female,Anglo,Birth to 5 Years Old,6,5
2011,1-Lubbock,Female,Anglo,Birth to 5 Years Old,5,7
2011,1-Lubbock,Female,Anglo,Birth to 5 Years Old,2,10
2011,1-Lubbock,Female,Anglo,Birth to 5 Years Old,3,24
2011,1-Lubbock,Female,Anglo,6-12 Years Old,2,9
2011,1-Lubbock,Female,Anglo,6-12 Years Old,5,24
2011,1-Lubbock,Female,Anglo,6-12 Years Old,2,15
2011,1-Lubbock,Female,Anglo,6-12 Years Old,3,6
2011,1-Lubbock,Female,Asian,Birth to 5 Years Old,1,3
2011,1-Lubbock,Female,Asian,Birth to 5 Years Old,1,6
2011,1-Lubbock,Female,Hispanic,Birth to 5 Years Old,12,5
2011,1-Lubbock,Female,Hispanic,6-12 Years Old,2,8
2011,1-Lubbock,Female,Hispanic,6-12 Years Old,1,2
2011,1-Lubbock,Female,Hispanic,6-12 Years Old,1,28
2011,1-Lubbock,Female,Hispanic,13-17 Years Old,2,28
2011,1-Lubbock,Female,Hispanic,13-17 Years Old,5,22
2011,1-Lubbock,Female,Hispanic,13-17 Years Old,3,48
2011,1-Lubbock,Female,Hispanic,13-17 Years Old,1,9
2011,1-Lubbock,Female,Hispanic,Birth to 5 Years Old,7,7
2011,1-Lubbock,Female,Hispanic,Birth to 5 Years Old,2,14
2011,1-Lubbock,Female,Hispanic,Birth to 5 Years Old,7,10
2011,1-Lubbock,Female,Hispanic,Birth to 5 Years Old,3,6
2011,1-Lubbock,Female,Hispanic,6-12 Years Old,5,7
2011,1-Lubbock,Female,Hispanic,6-12 Years Old,4,15
2011,1-Lubbock,Female,Hispanic,6-12 Years Old,3,8
2011,1-Lubbock,Female,Hispanic,6-12 Years Old,6,9
2011,1-Lubbock,Female,Other,Birth to 5 Years Old,1,19
2011,1-Lubbock,Male,African American,Birth to 5 Years Old,3,4
2011,1-Lubbock,Male,African American,6-12 Years Old,3,29
2011,1-Lubbock,Male,African American,6-12 Years Old,3,37
2011,1-Lubbock,Male,African American,6-12 Years Old,2,33
2011,1-Lubbock,Male,African American,13-17 Years Old,3,55
2011,1-Lubbock,Male,African American,13-17 Years Old,5,57
2011,1-Lubbock,Male,African American,13-17 Years Old,3,24
2011,1-Lubbock,Male,African American,13-17 Years Old,1,8
2011,1-Lubbock,Male,African American,Birth to 5 Years Old,1,11
2011,1-Lubbock,Male,African American,Birth to 5 Years Old,3,6
2011,1-Lubbock,Male,African American,Birth to 5 Years Old,3,9
2011,1-Lubbock,Male,African American,Birth to 5 Years Old,1,13
2011,1-Lubbock,Male,African American,6-12 Years Old,1,8
2011,1-Lubbock,Male,African American,6-12 Years Old,3,34
2011,1-Lubbock,Male,African American,6-12 Years Old,2,35
2011,1-Lubbock,Male,African American,6-12 Years Old,6,35
2011,1-Lubbock,Male,Anglo,Birth to 5 Years Old,9,4
2011,1-Lubbock,Male,Anglo,6-12 Years Old,6,19
2011,1-Lubbock,Male,Anglo,6-12 Years Old,2,21
2011,1-Lubbock,Male,Anglo,6-12 Years Old,6,15
2011,1-Lubbock,Male,Anglo,13-17 Years Old,4,23
2011,1-Lubbock,Male,Anglo,13-17 Years Old,4,28
2011,1-Lubbock,Male,Anglo,13-17 Years Old,3,33
2011,1-Lubbock,Male,Anglo,13-17 Years Old,1,9
2011,1-Lubbock,Male,Anglo,Birth to 5 Years Old,7,5
2011,1-Lubbock,Male,Anglo,Birth to 5 Years Old,3,9
2011,1-Lubbock,Male,Anglo,Birth to 5 Years Old,4,14
2011,1-Lubbock,Male,Anglo,Birth to 5 Years Old,4,7
2011,1-Lubbock,Male,Anglo,6-12 Years Old,3,20
2011,1-Lubbock,Male,Anglo,6-12 Years Old,4,15
2011,1-Lubbock,Male,Anglo,6-12 Years Old,6,26
2011,1-Lubbock,Male,Anglo,6-12 Years Old,4,28
2011,1-Lubbock,Male,Hispanic,Birth to 5 Years Old,1,8
2011,1-Lubbock,Male,Hispanic,Birth to 5 Years Old,3,4
2011,1-Lubbock,Male,Hispanic,6-12 Years Old,5,52
2011,1-Lubbock,Male,Hispanic,6-12 Years Old,6,32
2011,1-Lubbock,Male,Hispanic,6-12 Years Old,4,43
2011,1-Lubbock,Male,Hispanic,13-17 Years Old,6,44
2011,1-Lubbock,Male,Hispanic,13-17 Years Old,4,31
2011,1-Lubbock,Male,Hispanic,13-17 Years Old,4,44
2011,1-Lubbock,Male,Hispanic,13-17 Years Old,2,31
2011,1-Lubbock,Male,Hispanic,Birth to 5 Years Old,3,11
2011,1-Lubbock,Male,Hispanic,Birth to 5 Years Old,9,8
2011,1-Lubbock,Male,Hispanic,Birth to 5 Years Old,3,6
2011,1-Lubbock,Male,Hispanic,Birth to 5 Years Old,3,8
2011,1-Lubbock,Male,Hispanic,6-12 Years Old,4,5
2011,1-Lubbock,Male,Hispanic,6-12 Years Old,5,6
2011,1-Lubbock,Male,Hispanic,6-12 Years Old,4,20
2011,1-Lubbock,Male,Hispanic,6-12 Years Old,3,29
2011,1-Lubbock,Male,Native American,6-12 Years Old,1,14
2011,1-Lubbock,Male,Other,Birth to 5 Years Old,1,8
2011,1-Lubbock,Male,Other,Birth to 5 Years Old,1,12
2011,1-Lubbock,Male,Unknown,Birth to 5 Years Old,1,7
2011,2-Abilene,Female,African American,Birth to 5 Years Old,2,5
2011,2-Abilene,Female,African American,6-12 Years Old,1,1
2011,2-Abilene,Female,African American,6-12 Years Old,1,9
2011,2-Abilene,Female,African American,13-17 Years Old,2,23
2011,2-Abilene,Female,African American,13-17 Years Old,1,9
2011,2-Abilene,Female,African American,Birth to 5 Years Old,1,16
2011,2-Abilene,Female,African American,Birth to 5 Years Old,1,10
2011,2-Abilene,Female,African American,6-12 Years Old,2,9
2011,2-Abilene,Female,African American,6-12 Years Old,3,15
2011,2-Abilene,Female,African American,6-12 Years Old,2,25
2011,2-Abilene,Female,Anglo,6-12 Years Old,1,6
2011,2-Abilene,Female,Anglo,6-12 Years Old,2,38
2011,2-Abilene,Female,Anglo,6-12 Years Old,3,46
2011,2-Abilene,Female,Anglo,13-17 Years Old,3,48
2011,2-Abilene,Female,Anglo,13-17 Years Old,2,20
2011,2-Abilene,Female,Anglo,13-17 Years Old,1,13
2011,2-Abilene,Female,Anglo,13-17 Years Old,2,41
2011,2-Abilene,Female,Anglo,Birth to 5 Years Old,3,10
2011,2-Abilene,Female,Anglo,Birth to 5 Years Old,2,10
2011,2-Abilene,Female,Anglo,Birth to 5 Years Old,2,6
2011,2-Abilene,Female,Anglo,6-12 Years Old,2,21
2011,2-Abilene,Female,Anglo,6-12 Years Old,1,54
2011,2-Abilene,Female,Anglo,6-12 Years Old,1,1
2011,2-Abilene,Female,Anglo,6-12 Years Old,1,11
2011,2-Abilene,Female,Hispanic,Birth to 5 Years Old,2,1
2011,2-Abilene,Female,Hispanic,6-12 Years Old,1,4
2011,2-Abilene,Female,Hispanic,6-12 Years Old,1,27
2011,2-Abilene,Female,Hispanic,13-17 Years Old,2,28
2011,2-Abilene,Female,Hispanic,Birth to 5 Years Old,2,7
2011,2-Abilene,Female,Hispanic,Birth to 5 Years Old,2,13
2011,2-Abilene,Female,Hispanic,6-12 Years Old,1,3
2011,2-Abilene,Female,Other,13-17 Years Old,1,9
2011,2-Abilene,Female,Unknown,Birth to 5 Years Old,1,5
2011,2-Abilene,Female,Unknown,Birth to 5 Years Old,1,5
2011,2-Abilene,Male,African American,Birth to 5 Years Old,2,2
2011,2-Abilene,Male,African American,6-12 Years Old,1,18
2011,2-Abilene,Male,African American,6-12 Years Old,3,22
2011,2-Abilene,Male,African American,6-12 Years Old,2,26
2011,2-Abilene,Male,African American,13-17 Years Old,2,51
2011,2-Abilene,Male,African American,13-17 Years Old,1,109
2011,2-Abilene,Male,African American,13-17 Years Old,1,27
2011,2-Abilene,Male,African American,Birth to 5 Years Old,1,10
2011,2-Abilene,Male,African American,Birth to 5 Years Old,2,12
2011,2-Abilene,Male,African American,Birth to 5 Years Old,1,1
2011,2-Abilene,Male,African American,6-12 Years Old,1,1
2011,2-Abilene,Male,African American,6-12 Years Old,1,24
2011,2-Abilene,Male,Anglo,Birth to 5 Years Old,1,3
2011,2-Abilene,Male,Anglo,6-12 Years Old,2,35
2011,2-Abilene,Male,Anglo,6-12 Years Old,1,46
2011,2-Abilene,Male,Anglo,6-12 Years Old,1,21
2011,2-Abilene,Male,Anglo,13-17 Years Old,2,10
2011,2-Abilene,Male,Anglo,13-17 Years Old,3,32
2011,2-Abilene,Male,Anglo,13-17 Years Old,2,25
2011,2-Abilene,Male,Anglo,Birth to 5 Years Old,3,7
2011,2-Abilene,Male,Anglo,Birth to 5 Years Old,1,13
2011,2-Abilene,Male,Anglo,Birth to 5 Years Old,1,5
2011,2-Abilene,Male,Anglo,Birth to 5 Years Old,2,8
2011,2-Abilene,Male,Anglo,6-12 Years Old,1,32
2011,2-Abilene,Male,Anglo,6-12 Years Old,2,8
2011,2-Abilene,Male,Anglo,6-12 Years Old,3,14
2011,2-Abilene,Male,Anglo,6-12 Years Old,1,9
2011,2-Abilene,Male,Hispanic,Birth to 5 Years Old,1,1
2011,2-Abilene,Male,Hispanic,6-12 Years Old,1,35
2011,2-Abilene,Male,Hispanic,6-12 Years Old,1,4
2011,2-Abilene,Male,Hispanic,6-12 Years Old,1,91
2011,2-Abilene,Male,Hispanic,13-17 Years Old,1,39
2011,2-Abilene,Male,Hispanic,13-17 Years Old,1,13
2011,2-Abilene,Male,Hispanic,13-17 Years Old,1,43
2011,2-Abilene,Male,Hispanic,Birth to 5 Years Old,2,4
2011,2-Abilene,Male,Hispanic,Birth to 5 Years Old,3,15
2011,2-Abilene,Male,Hispanic,Birth to 5 Years Old,1,3
2011,2-Abilene,Male,Hispanic,Birth to 5 Years Old,2,7
2011,2-Abilene,Male,Hispanic,6-12 Years Old,2,7
2011,2-Abilene,Male,Hispanic,6-12 Years Old,1,27
2011,2-Abilene,Male,Hispanic,6-12 Years Old,1,4
2011,2-Abilene,Male,Unknown,Birth to 5 Years Old,1,1
2011,3-Arlington,Female,African American,Birth to 5 Years Old,5,2
2011,3-Arlington,Female,African American,Birth to 5 Years Old,11,5
2011,3-Arlington,Female,African American,6-12 Years Old,13,26
2011,3-Arlington,Female,African American,6-12 Years Old,8,41
2011,3-Arlington,Female,African American,6-12 Years Old,13,36
2011,3-Arlington,Female,African American,13-17 Years Old,11,58
2011,3-Arlington,Female,African American,13-17 Years Old,7,67
2011,3-Arlington,Female,African American,13-17 Years Old,12,48
2011,3-Arlington,Female,African American,13-17 Years Old,10,60
2011,3-Arlington,Female,African American,13-17 Years Old,3,76
2011,3-Arlington,Female,African American,Birth to 5 Years Old,14,8
2011,3-Arlington,Female,African American,Birth to 5 Years Old,13,12
2011,3-Arlington,Female,African American,Birth to 5 Years Old,15,11
2011,3-Arlington,Female,African American,Birth to 5 Years Old,8,23
2011,3-Arlington,Female,African American,6-12 Years Old,13,13
2011,3-Arlington,Female,African American,6-12 Years Old,7,32
2011,3-Arlington,Female,African American,6-12 Years Old,8,15
2011,3-Arlington,Female,African American,6-12 Years Old,16,22
2011,3-Arlington,Female,Anglo,Birth to 5 Years Old,3,5
2011,3-Arlington,Female,Anglo,Birth to 5 Years Old,15,4
2011,3-Arlington,Female,Anglo,6-12 Years Old,11,13
2011,3-Arlington,Female,Anglo,6-12 Years Old,9,13
2011,3-Arlington,Female,Anglo,6-12 Years Old,3,27
2011,3-Arlington,Female,Anglo,13-17 Years Old,12,36
2011,3-Arlington,Female,Anglo,13-17 Years Old,10,24
2011,3-Arlington,Female,Anglo,13-17 Years Old,6,46
2011,3-Arlington,Female,Anglo,13-17 Years Old,7,38
2011,3-Arlington,Female,Anglo,13-17 Years Old,3,10
2011,3-Arlington,Female,Anglo,Birth to 5 Years Old,7,8
2011,3-Arlington,Female,Anglo,Birth to 5 Years Old,9,9
2011,3-Arlington,Female,Anglo,Birth to 5 Years Old,8,8
2011,3-Arlington,Female,Anglo,Birth to 5 Years Old,5,10
2011,3-Arlington,Female,Anglo,6-12 Years Old,9,11
2011,3-Arlington,Female,Anglo,6-12 Years Old,9,11
2011,3-Arlington,Female,Anglo,6-12 Years Old,7,5
2011,3-Arlington,Female,Anglo,6-12 Years Old,6,19
2011,3-Arlington,Female,Asian,6-12 Years Old,1,21
2011,3-Arlington,Female,Asian,13-17 Years Old,1,4
2011,3-Arlington,Female,Asian,13-17 Years Old,1,64
2011,3-Arlington,Female,Asian,13-17 Years Old,1,4
2011,3-Arlington,Female,Hispanic,Birth to 5 Years Old,3,3
2011,3-Arlington,Female,Hispanic,Birth to 5 Years Old,10,5
2011,3-Arlington,Female,Hispanic,6-12 Years Old,6,14
2011,3-Arlington,Female,Hispanic,6-12 Years Old,8,28
2011,3-Arlington,Female,Hispanic,6-12 Years Old,6,40
2011,3-Arlington,Female,Hispanic,13-17 Years Old,6,15
2011,3-Arlington,Female,Hispanic,13-17 Years Old,4,25
2011,3-Arlington,Female,Hispanic,13-17 Years Old,9,30
2011,3-Arlington,Female,Hispanic,13-17 Years Old,3,50
2011,3-Arlington,Female,Hispanic,13-17 Years Old,3,26
2011,3-Arlington,Female,Hispanic,Birth to 5 Years Old,19,9
2011,3-Arlington,Female,Hispanic,Birth to 5 Years Old,5,8
2011,3-Arlington,Female,Hispanic,Birth to 5 Years Old,7,9
2011,3-Arlington,Female,Hispanic,Birth to 5 Years Old,6,9
2011,3-Arlington,Female,Hispanic,6-12 Years Old,5,12
2011,3-Arlington,Female,Hispanic,6-12 Years Old,7,11
2011,3-Arlington,Female,Hispanic,6-12 Years Old,4,6
2011,3-Arlington,Female,Hispanic,6-12 Years Old,5,15
2011,3-Arlington,Female,Native American,Birth to 5 Years Old,1,9
2011,3-Arlington,Female,Native American,Birth to 5 Years Old,1,5
2011,3-Arlington,Female,Other,Birth to 5 Years Old,1,2
2011,3-Arlington,Female,Other,Birth to 5 Years Old,1,3
2011,3-Arlington,Female,Other,6-12 Years Old,1,2
2011,3-Arlington,Female,Other,6-12 Years Old,1,7
2011,3-Arlington,Female,Other,13-17 Years Old,1,7
2011,3-Arlington,Female,Other,Birth to 5 Years Old,1,5
2011,3-Arlington,Female,Unknown,Birth to 5 Years Old,1,6
2011,3-Arlington,Female,Unknown,6-12 Years Old,1,1
2011,3-Arlington,Female,Unknown,13-17 Years Old,1,1
2011,3-Arlington,Female,Unknown,Birth to 5 Years Old,1,17
2011,3-Arlington,Male,African American,Birth to 5 Years Old,7,3
2011,3-Arlington,Male,African American,Birth to 5 Years Old,23,6
2011,3-Arlington,Male,African American,6-12 Years Old,10,27
2011,3-Arlington,Male,African American,6-12 Years Old,15,29
2011,3-Arlington,Male,African American,6-12 Years Old,13,46
2011,3-Arlington,Male,African American,13-17 Years Old,16,54
2011,3-Arlington,Male,African American,13-17 Years Old,15,72
2011,3-Arlington,Male,African American,13-17 Years Old,11,66
2011,3-Arlington,Male,African American,13-17 Years Old,11,71
2011,3-Arlington,Male,African American,13-17 Years Old,5,113
2011,3-Arlington,Male,African American,Birth to 5 Years Old,24,10
2011,3-Arlington,Male,African American,Birth to 5 Years Old,12,12
2011,3-Arlington,Male,African American,Birth to 5 Years Old,13,11
2011,3-Arlington,Male,African American,Birth to 5 Years Old,20,12
2011,3-Arlington,Male,African American,6-12 Years Old,9,29
2011,3-Arlington,Male,African American,6-12 Years Old,17,23
2011,3-Arlington,Male,African American,6-12 Years Old,9,26
2011,3-Arlington,Male,African American,6-12 Years Old,11,31
2011,3-Arlington,Male,Anglo,Birth to 5 Years Old,7,1
2011,3-Arlington,Male,Anglo,Birth to 5 Years Old,15,5
2011,3-Arlington,Male,Anglo,6-12 Years Old,7,15
2011,3-Arlington,Male,Anglo,6-12 Years Old,11,24
2011,3-Arlington,Male,Anglo,6-12 Years Old,19,44
2011,3-Arlington,Male,Anglo,13-17 Years Old,13,48
2011,3-Arlington,Male,Anglo,13-17 Years Old,10,40
2011,3-Arlington,Male,Anglo,13-17 Years Old,9,45
2011,3-Arlington,Male,Anglo,13-17 Years Old,3,40
2011,3-Arlington,Male,Anglo,13-17 Years Old,1,65
2011,3-Arlington,Male,Anglo,Birth to 5 Years Old,13,7
2011,3-Arlington,Male,Anglo,Birth to 5 Years Old,11,8
2011,3-Arlington,Male,Anglo,Birth to 5 Years Old,10,7
