Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Chidlren Waiting on Adoption 31 August,Average Months since Termination of Parental Rights
2017,4-Tyler,Female,African American,Birth to 5 Years Old,4,4
2017,4-Tyler,Female,African American,6-12 Years Old,4,12
2017,4-Tyler,Female,African American,6-12 Years Old,2,34
2017,4-Tyler,Female,African American,13-17 Years Old,1,34
2017,4-Tyler,Female,African American,13-17 Years Old,1,22
2017,4-Tyler,Female,African American,13-17 Years Old,1,121
2017,4-Tyler,Female,African American,13-17 Years Old,1,121
2017,4-Tyler,Female,African American,Birth to 5 Years Old,3,10
2017,4-Tyler,Female,African American,Birth to 5 Years Old,2,5
2017,4-Tyler,Female,African American,6-12 Years Old,1,13
2017,4-Tyler,Female,African American,6-12 Years Old,1,6
2017,4-Tyler,Female,Anglo,Birth to 5 Years Old,4,3
2017,4-Tyler,Female,Anglo,Birth to 5 Years Old,13,4
2017,4-Tyler,Female,Anglo,6-12 Years Old,9,13
2017,4-Tyler,Female,Anglo,6-12 Years Old,5,9
2017,4-Tyler,Female,Anglo,6-12 Years Old,6,34
2017,4-Tyler,Female,Anglo,13-17 Years Old,2,16
2017,4-Tyler,Female,Anglo,13-17 Years Old,5,10
2017,4-Tyler,Female,Anglo,13-17 Years Old,8,19
2017,4-Tyler,Female,Anglo,13-17 Years Old,4,46
2017,4-Tyler,Female,Anglo,13-17 Years Old,1,22
2017,4-Tyler,Female,Anglo,Birth to 5 Years Old,8,7
2017,4-Tyler,Female,Anglo,Birth to 5 Years Old,3,10
2017,4-Tyler,Female,Anglo,Birth to 5 Years Old,6,7
2017,4-Tyler,Female,Anglo,Birth to 5 Years Old,2,9
2017,4-Tyler,Female,Anglo,6-12 Years Old,7,7
2017,4-Tyler,Female,Anglo,6-12 Years Old,5,6
2017,4-Tyler,Female,Anglo,6-12 Years Old,8,6
2017,4-Tyler,Female,Anglo,6-12 Years Old,3,5
2017,4-Tyler,Female,Hispanic,Birth to 5 Years Old,1,5
2017,4-Tyler,Female,Hispanic,Birth to 5 Years Old,5,3
2017,4-Tyler,Female,Hispanic,6-12 Years Old,1,0
2017,4-Tyler,Female,Hispanic,6-12 Years Old,1,63
2017,4-Tyler,Female,Hispanic,13-17 Years Old,1,63
2017,4-Tyler,Female,Hispanic,13-17 Years Old,3,64
2017,4-Tyler,Female,Hispanic,13-17 Years Old,1,15
2017,4-Tyler,Female,Hispanic,13-17 Years Old,1,47
2017,4-Tyler,Female,Hispanic,13-17 Years Old,2,49
2017,4-Tyler,Female,Hispanic,Birth to 5 Years Old,3,8
2017,4-Tyler,Female,Hispanic,Birth to 5 Years Old,1,8
2017,4-Tyler,Female,Hispanic,Birth to 5 Years Old,1,1
2017,4-Tyler,Female,Hispanic,6-12 Years Old,1,11
2017,4-Tyler,Female,Hispanic,6-12 Years Old,1,38
2017,4-Tyler,Female,Other,Birth to 5 Years Old,3,4
2017,4-Tyler,Female,Other,13-17 Years Old,3,51
2017,4-Tyler,Female,Other,Birth to 5 Years Old,1,3
2017,4-Tyler,Female,Other,Birth to 5 Years Old,1,9
2017,4-Tyler,Female,Other,Birth to 5 Years Old,2,7
2017,4-Tyler,Female,Other,6-12 Years Old,1,7
2017,4-Tyler,Female,Other,6-12 Years Old,1,5
2017,4-Tyler,Female,Other,6-12 Years Old,1,4
2017,4-Tyler,Female,Unknown,6-12 Years Old,1,4
2017,4-Tyler,Female,Unknown,6-12 Years Old,1,11
2017,4-Tyler,Male,African American,Birth to 5 Years Old,6,7
2017,4-Tyler,Male,African American,6-12 Years Old,2,38
2017,4-Tyler,Male,African American,13-17 Years Old,1,87
2017,4-Tyler,Male,African American,13-17 Years Old,4,32
2017,4-Tyler,Male,African American,13-17 Years Old,2,51
2017,4-Tyler,Male,African American,13-17 Years Old,1,166
2017,4-Tyler,Male,African American,Birth to 5 Years Old,3,12
2017,4-Tyler,Male,African American,Birth to 5 Years Old,3,8
2017,4-Tyler,Male,African American,Birth to 5 Years Old,2,7
2017,4-Tyler,Male,African American,Birth to 5 Years Old,3,20
2017,4-Tyler,Male,African American,6-12 Years Old,2,13
2017,4-Tyler,Male,African American,6-12 Years Old,2,9
2017,4-Tyler,Male,African American,6-12 Years Old,2,14
2017,4-Tyler,Male,Anglo,Birth to 5 Years Old,4,4
2017,4-Tyler,Male,Anglo,Birth to 5 Years Old,10,4
2017,4-Tyler,Male,Anglo,6-12 Years Old,7,17
2017,4-Tyler,Male,Anglo,6-12 Years Old,11,26
2017,4-Tyler,Male,Anglo,6-12 Years Old,7,30
2017,4-Tyler,Male,Anglo,13-17 Years Old,9,27
2017,4-Tyler,Male,Anglo,13-17 Years Old,10,28
2017,4-Tyler,Male,Anglo,13-17 Years Old,4,40
2017,4-Tyler,Male,Anglo,13-17 Years Old,4,76
2017,4-Tyler,Male,Anglo,13-17 Years Old,6,48
2017,4-Tyler,Male,Anglo,Birth to 5 Years Old,10,11
2017,4-Tyler,Male,Anglo,Birth to 5 Years Old,6,3
2017,4-Tyler,Male,Anglo,Birth to 5 Years Old,7,7
2017,4-Tyler,Male,Anglo,Birth to 5 Years Old,4,10
2017,4-Tyler,Male,Anglo,6-12 Years Old,5,5
2017,4-Tyler,Male,Anglo,6-12 Years Old,4,7
2017,4-Tyler,Male,Anglo,6-12 Years Old,6,9
2017,4-Tyler,Male,Anglo,6-12 Years Old,2,10
2017,4-Tyler,Male,Hispanic,Birth to 5 Years Old,2,4
2017,4-Tyler,Male,Hispanic,6-12 Years Old,1,7
2017,4-Tyler,Male,Hispanic,6-12 Years Old,1,38
2017,4-Tyler,Male,Hispanic,13-17 Years Old,1,11
2017,4-Tyler,Male,Hispanic,13-17 Years Old,4,28
2017,4-Tyler,Male,Hispanic,13-17 Years Old,4,47
2017,4-Tyler,Male,Hispanic,13-17 Years Old,1,34
2017,4-Tyler,Male,Hispanic,Birth to 5 Years Old,2,5
2017,4-Tyler,Male,Hispanic,Birth to 5 Years Old,1,2
2017,4-Tyler,Male,Hispanic,Birth to 5 Years Old,1,8
2017,4-Tyler,Male,Hispanic,6-12 Years Old,2,27
2017,4-Tyler,Male,Hispanic,6-12 Years Old,3,18
2017,4-Tyler,Male,Hispanic,6-12 Years Old,1,63
2017,4-Tyler,Male,Other,Birth to 5 Years Old,3,6
2017,4-Tyler,Male,Other,6-12 Years Old,1,26
2017,4-Tyler,Male,Other,6-12 Years Old,2,13
2017,4-Tyler,Male,Other,13-17 Years Old,1,127
2017,4-Tyler,Male,Other,Birth to 5 Years Old,3,8
2017,4-Tyler,Male,Other,Birth to 5 Years Old,4,10
2017,4-Tyler,Male,Other,Birth to 5 Years Old,3,12
2017,4-Tyler,Male,Other,6-12 Years Old,2,17
2017,4-Tyler,Male,Other,6-12 Years Old,2,12
2017,4-Tyler,Male,Other,6-12 Years Old,1,4
2017,4-Tyler,Male,Other,6-12 Years Old,1,37
2017,4-Tyler,Male,Unknown,Birth to 5 Years Old,1,2
2017,4-Tyler,Male,Unknown,6-12 Years Old,1,4
2017,5-Beaumont,Female,African American,Birth to 5 Years Old,4,3
2017,5-Beaumont,Female,African American,Birth to 5 Years Old,10,7
2017,5-Beaumont,Female,African American,6-12 Years Old,2,32
2017,5-Beaumont,Female,African American,6-12 Years Old,2,22
2017,5-Beaumont,Female,African American,6-12 Years Old,2,49
2017,5-Beaumont,Female,African American,13-17 Years Old,2,19
2017,5-Beaumont,Female,African American,13-17 Years Old,1,39
2017,5-Beaumont,Female,African American,13-17 Years Old,1,34
2017,5-Beaumont,Female,African American,13-17 Years Old,1,52
2017,5-Beaumont,Female,African American,13-17 Years Old,2,10
2017,5-Beaumont,Female,African American,Birth to 5 Years Old,4,8
2017,5-Beaumont,Female,African American,Birth to 5 Years Old,2,11
2017,5-Beaumont,Female,African American,Birth to 5 Years Old,5,8
2017,5-Beaumont,Female,African American,6-12 Years Old,2,5
2017,5-Beaumont,Female,African American,6-12 Years Old,2,9
2017,5-Beaumont,Female,Anglo,Birth to 5 Years Old,3,2
2017,5-Beaumont,Female,Anglo,Birth to 5 Years Old,6,7
2017,5-Beaumont,Female,Anglo,6-12 Years Old,3,31
2017,5-Beaumont,Female,Anglo,6-12 Years Old,3,3
2017,5-Beaumont,Female,Anglo,13-17 Years Old,4,16
2017,5-Beaumont,Female,Anglo,13-17 Years Old,1,41
2017,5-Beaumont,Female,Anglo,13-17 Years Old,3,39
2017,5-Beaumont,Female,Anglo,13-17 Years Old,1,0
2017,5-Beaumont,Female,Anglo,13-17 Years Old,1,24
2017,5-Beaumont,Female,Anglo,Birth to 5 Years Old,6,6
2017,5-Beaumont,Female,Anglo,Birth to 5 Years Old,4,5
2017,5-Beaumont,Female,Anglo,Birth to 5 Years Old,4,8
2017,5-Beaumont,Female,Anglo,Birth to 5 Years Old,2,6
2017,5-Beaumont,Female,Anglo,6-12 Years Old,2,8
2017,5-Beaumont,Female,Anglo,6-12 Years Old,7,4
2017,5-Beaumont,Female,Anglo,6-12 Years Old,2,20
2017,5-Beaumont,Female,Anglo,6-12 Years Old,3,13
2017,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,1,2
2017,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,1,3
2017,5-Beaumont,Female,Hispanic,6-12 Years Old,1,6
2017,5-Beaumont,Female,Hispanic,13-17 Years Old,1,22
2017,5-Beaumont,Female,Hispanic,13-17 Years Old,2,20
2017,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,2,8
2017,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,2,7
2017,5-Beaumont,Female,Hispanic,6-12 Years Old,1,7
2017,5-Beaumont,Female,Hispanic,6-12 Years Old,2,18
2017,5-Beaumont,Female,Other,Birth to 5 Years Old,1,12
2017,5-Beaumont,Female,Other,6-12 Years Old,1,45
2017,5-Beaumont,Female,Other,13-17 Years Old,1,22
2017,5-Beaumont,Female,Other,13-17 Years Old,1,8
2017,5-Beaumont,Female,Other,Birth to 5 Years Old,1,0
2017,5-Beaumont,Female,Other,6-12 Years Old,1,1
2017,5-Beaumont,Male,African American,Birth to 5 Years Old,11,7
2017,5-Beaumont,Male,African American,6-12 Years Old,3,7
2017,5-Beaumont,Male,African American,6-12 Years Old,2,26
2017,5-Beaumont,Male,African American,6-12 Years Old,1,60
2017,5-Beaumont,Male,African American,13-17 Years Old,1,18
2017,5-Beaumont,Male,African American,13-17 Years Old,3,36
2017,5-Beaumont,Male,African American,13-17 Years Old,2,77
2017,5-Beaumont,Male,African American,Birth to 5 Years Old,3,8
