,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative,Number of Consummated Adoptions,Number of Kids in Substitute Care,Percent of Kids in Consummated Adoptions
532,2012,9-Midland,Male,Hispanic,Six to Twelve Years Old,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,7,16,255,15.9375,14.0,14.0,42.0,16.0,39.0,19.0,9.0,58.0,13.432835820895523
533,2012,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,17,522,30.705882352941174,8.0,10.0,32.0,13.0,37.0,8.0,0.0,45.0,0.0
534,2013,1-Lubbock,Female,African American,Birth to Five Years Old,5.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,10,16,98,6.125,10.0,10.0,15.0,8.0,15.0,8.0,11.0,23.0,32.35294117647059
535,2013,1-Lubbock,Female,African American,Six to Twelve Years Old,0.0,6.0,0.0,3.0,2.0,2.0,0.0,0.0,8,11,135,12.272727272727273,14.0,14.0,26.0,11.0,29.0,8.0,0.0,37.0,0.0
536,2013,1-Lubbock,Female,Anglo,Birth to Five Years Old,4.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,15,17,104,6.117647058823528,10.0,10.0,36.0,17.0,36.0,17.0,16.0,53.0,23.18840579710145
537,2013,1-Lubbock,Female,Anglo,Six to Twelve Years Old,2.0,16.0,1.0,3.0,4.0,2.0,0.0,0.0,16,16,234,14.625,14.0,14.0,41.0,11.0,39.0,13.0,18.0,52.0,25.71428571428571
538,2013,1-Lubbock,Female,Anglo,Thirteen to Seventeen Years Old,2.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,8,17,639,37.588235294117645,10.0,10.0,37.0,16.0,47.0,6.0,8.0,53.0,13.114754098360656
539,2013,1-Lubbock,Female,Hispanic,Birth to Five Years Old,22.0,14.0,6.0,0.0,0.0,1.0,0.0,0.0,38,47,340,7.2340425531914905,10.0,10.0,53.0,33.0,55.0,31.0,36.0,86.0,29.508196721311474
540,2013,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,16.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,33,52,754,14.5,14.0,14.0,72.0,33.0,78.0,27.0,31.0,105.0,22.794117647058822
541,2013,1-Lubbock,Female,Hispanic,Thirteen to Seventeen Years Old,7.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,14,12,268,22.33333333333333,10.0,10.0,52.0,18.0,57.0,13.0,12.0,70.0,14.634146341463413
542,2013,1-Lubbock,Male,African American,Birth to Five Years Old,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9,20,123,6.15,10.0,10.0,20.0,9.0,19.0,10.0,9.0,29.0,23.684210526315788
543,2013,1-Lubbock,Male,African American,Six to Twelve Years Old,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7,19,445,23.421052631578952,12.0,14.0,26.0,10.0,29.0,7.0,0.0,36.0,0.0
544,2013,1-Lubbock,Male,Anglo,Birth to Five Years Old,3.0,20.0,6.0,0.0,3.0,2.0,0.0,0.0,26,23,176,7.6521739130434785,10.0,10.0,35.0,24.0,36.0,23.0,23.0,59.0,28.04878048780488
545,2013,1-Lubbock,Male,Anglo,Six to Twelve Years Old,3.0,17.0,1.0,1.0,6.0,3.0,0.0,0.0,24,24,768,32.0,12.0,14.0,39.0,13.0,42.0,10.0,20.0,52.0,27.77777777777778
546,2013,1-Lubbock,Male,Anglo,Thirteen to Seventeen Years Old,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,6,14,713,50.92857142857143,10.0,10.0,46.0,9.0,50.0,5.0,4.0,55.0,6.779661016949152
547,2013,1-Lubbock,Male,Hispanic,Birth to Five Years Old,21.0,23.0,8.0,1.0,3.0,2.0,0.0,0.0,48,51,332,6.509803921568627,10.0,10.0,49.0,42.0,52.0,39.0,44.0,91.0,32.592592592592595
548,2013,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,12.0,10.0,0.0,5.0,6.0,1.0,0.0,1.0,26,48,666,13.875,14.0,14.0,60.0,36.0,62.0,34.0,22.0,96.0,18.64406779661017
549,2013,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,5.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,9,21,700,33.333333333333336,10.0,10.0,41.0,19.0,46.0,14.0,8.0,60.0,11.76470588235294
550,2013,1-Lubbock,Male,Other,Birth to Five Years Old,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,9,42,4.666666666666667,10.0,10.0,15.0,6.0,12.0,9.0,0.0,21.0,0.0
551,2013,10-El Paso,Female,Anglo,Six to Twelve Years Old,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2,33,16.5,6.0,14.0,7.0,2.0,6.0,3.0,0.0,9.0,0.0
552,2013,10-El Paso,Female,Anglo,Thirteen to Seventeen Years Old,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,5,88,17.6,4.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
553,2013,10-El Paso,Female,Hispanic,Birth to Five Years Old,7.0,10.0,1.0,2.0,2.0,0.0,0.0,0.0,17,19,155,8.157894736842103,10.0,10.0,13.0,9.0,11.0,11.0,17.0,22.0,43.58974358974359
554,2013,10-El Paso,Female,Hispanic,Six to Twelve Years Old,6.0,5.0,0.0,3.0,5.0,1.0,0.0,0.0,11,24,307,12.791666666666664,14.0,14.0,17.0,7.0,16.0,8.0,11.0,24.0,31.428571428571427
555,2013,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,20,612,30.6,10.0,10.0,16.0,9.0,19.0,6.0,0.0,25.0,0.0
556,2013,10-El Paso,Male,Anglo,Birth to Five Years Old,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4,5,14,2.8,10.0,10.0,7.0,3.0,7.0,3.0,4.0,10.0,28.57142857142857
557,2013,10-El Paso,Male,Anglo,Six to Twelve Years Old,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2,3,11,3.6666666666666665,12.0,14.0,7.0,2.0,6.0,3.0,0.0,9.0,0.0
558,2013,10-El Paso,Male,Hispanic,Birth to Five Years Old,7.0,21.0,4.0,1.0,2.0,1.0,0.0,1.0,28,19,241,12.68421052631579,10.0,10.0,10.0,6.0,10.0,6.0,28.0,16.0,63.63636363636363
559,2013,10-El Paso,Male,Hispanic,Six to Twelve Years Old,4.0,5.0,0.0,2.0,4.0,1.0,0.0,0.0,9,28,617,22.035714285714285,14.0,14.0,19.0,8.0,17.0,10.0,9.0,27.0,25.0
560,2013,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,28,1109,39.607142857142854,8.0,10.0,19.0,5.0,20.0,4.0,0.0,24.0,0.0
561,2013,11-Edinburg,Female,Anglo,Birth to Five Years Old,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4,7,101,14.428571428571427,10.0,10.0,12.0,7.0,13.0,6.0,5.0,19.0,20.833333333333336
562,2013,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4,181,45.25,8.0,10.0,23.0,2.0,23.0,2.0,0.0,25.0,0.0
563,2013,11-Edinburg,Female,Hispanic,Birth to Five Years Old,7.0,19.0,13.0,1.0,1.0,2.0,0.0,3.0,29,30,344,11.466666666666667,10.0,10.0,74.0,48.0,71.0,51.0,26.0,122.0,17.56756756756757
564,2013,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,9.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,24,51,1271,24.92156862745098,14.0,14.0,92.0,51.0,96.0,47.0,18.0,143.0,11.180124223602485
565,2013,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,6.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,12,63,2107,33.44444444444444,10.0,10.0,83.0,40.0,94.0,29.0,10.0,123.0,7.518796992481203
566,2013,11-Edinburg,Male,Anglo,Birth to Five Years Old,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,30,3.75,10.0,10.0,22.0,8.0,22.0,8.0,4.0,30.0,11.76470588235294
567,2013,11-Edinburg,Male,Anglo,Six to Twelve Years Old,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,109,36.333333333333336,14.0,14.0,18.0,5.0,16.0,7.0,0.0,23.0,0.0
568,2013,11-Edinburg,Male,Anglo,Thirteen to Seventeen Years Old,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3,8,397,49.625,8.0,10.0,16.0,2.0,17.0,1.0,0.0,18.0,0.0
569,2013,11-Edinburg,Male,Hispanic,Birth to Five Years Old,12.0,20.0,10.0,0.0,4.0,4.0,0.0,1.0,41,36,456,12.666666666666664,10.0,10.0,72.0,54.0,72.0,54.0,32.0,126.0,20.253164556962027
570,2013,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,5.0,17.0,2.0,4.0,4.0,1.0,0.0,1.0,27,56,1553,27.732142857142854,14.0,14.0,95.0,58.0,98.0,55.0,22.0,153.0,12.571428571428573
571,2013,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,6.0,9.0,0.0,4.0,5.0,0.0,0.0,1.0,15,68,3406,50.08823529411765,10.0,10.0,78.0,26.0,83.0,21.0,15.0,104.0,12.605042016806722
572,2013,2-Abilene,Female,African American,Birth to Five Years Old,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,22,22.0,8.0,10.0,5.0,4.0,6.0,3.0,2.0,9.0,18.181818181818183
573,2013,2-Abilene,Female,Anglo,Birth to Five Years Old,1.0,14.0,4.0,1.0,2.0,2.0,0.0,0.0,16,11,105,9.545454545454543,10.0,10.0,35.0,20.0,29.0,26.0,15.0,55.0,21.428571428571427
574,2013,2-Abilene,Female,Anglo,Six to Twelve Years Old,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,8,13,262,20.153846153846157,14.0,14.0,36.0,23.0,33.0,26.0,8.0,59.0,11.940298507462686
575,2013,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2,8,392,49.0,8.0,10.0,31.0,7.0,31.0,7.0,0.0,38.0,0.0
576,2013,2-Abilene,Female,Hispanic,Thirteen to Seventeen Years Old,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,5,71,14.2,10.0,10.0,17.0,8.0,19.0,6.0,0.0,25.0,0.0
577,2013,2-Abilene,Female,Other,Thirteen to Seventeen Years Old,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,5,114,22.8,0.0,8.0,5.0,2.0,6.0,1.0,0.0,7.0,0.0
578,2013,2-Abilene,Male,Anglo,Birth to Five Years Old,5.0,20.0,7.0,0.0,0.0,1.0,0.0,0.0,26,10,54,5.4,10.0,10.0,37.0,22.0,32.0,27.0,25.0,59.0,29.761904761904763
579,2013,2-Abilene,Male,Anglo,Six to Twelve Years Old,1.0,8.0,2.0,3.0,3.0,1.0,0.0,0.0,8,8,212,26.5,14.0,14.0,38.0,19.0,36.0,21.0,9.0,57.0,13.636363636363635
580,2013,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,2,6,212,35.333333333333336,10.0,10.0,27.0,4.0,26.0,5.0,0.0,31.0,0.0
581,2013,2-Abilene,Male,Hispanic,Birth to Five Years Old,17.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,19,7,49,7.0,10.0,10.0,20.0,15.0,17.0,18.0,19.0,35.0,35.18518518518518
582,2013,2-Abilene,Male,Hispanic,Six to Twelve Years Old,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6,9,169,18.777777777777782,12.0,14.0,21.0,22.0,19.0,24.0,0.0,43.0,0.0
583,2013,2-Abilene,Male,Hispanic,Thirteen to Seventeen Years Old,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,255,36.42857142857143,8.0,10.0,15.0,6.0,17.0,4.0,0.0,21.0,0.0
584,2013,2-Abilene,Male,Other,Birth to Five Years Old,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9.0,2.0,10.0,1.0,5.0,0.0,6.0,0.0,6.0,0.0
585,2013,2-Abilene,Male,Other,Thirteen to Seventeen Years Old,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2,1,62,62.0,2.0,9.0,8.0,2.0,10.0,0.0,0.0,10.0,0.0
586,2013,3-Arlington,Female,African American,Birth to Five Years Old,18.0,36.0,25.0,2.0,4.0,3.0,1.0,1.0,61,49,519,10.591836734693876,10.0,10.0,39.0,29.0,34.0,34.0,54.0,68.0,44.26229508196721
587,2013,3-Arlington,Female,African American,Six to Twelve Years Old,2.0,28.0,1.0,8.0,5.0,1.0,0.0,1.0,29,60,1259,20.983333333333334,14.0,14.0,51.0,25.0,45.0,31.0,30.0,76.0,28.30188679245283
588,2013,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6,39,1994,51.12820512820514,10.0,10.0,52.0,14.0,55.0,11.0,8.0,66.0,10.81081081081081
589,2013,3-Arlington,Female,Anglo,Birth to Five Years Old,16.0,75.0,27.0,2.0,7.0,6.0,0.0,1.0,98,75,410,5.466666666666668,10.0,10.0,81.0,71.0,82.0,70.0,91.0,152.0,37.4485596707819
590,2013,3-Arlington,Female,Anglo,Six to Twelve Years Old,5.0,46.0,1.0,7.0,7.0,2.0,0.0,0.0,57,60,920,15.333333333333336,14.0,14.0,88.0,77.0,93.0,72.0,51.0,165.0,23.61111111111111
591,2013,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,3.0,8.0,0.0,8.0,8.0,0.0,1.0,0.0,16,40,1537,38.425,10.0,10.0,89.0,41.0,96.0,34.0,11.0,130.0,7.801418439716312
592,2013,3-Arlington,Female,Asian,Birth to Five Years Old,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,3,3.0,4.0,10.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
593,2013,3-Arlington,Female,Hispanic,Birth to Five Years Old,37.0,22.0,19.0,4.0,8.0,3.0,0.0,0.0,61,57,416,7.298245614035088,10.0,10.0,62.0,39.0,62.0,39.0,59.0,101.0,36.875
594,2013,3-Arlington,Female,Hispanic,Six to Twelve Years Old,30.0,15.0,0.0,4.0,6.0,1.0,0.0,1.0,35,46,783,17.02173913043478,14.0,14.0,60.0,35.0,56.0,39.0,45.0,95.0,32.142857142857146
595,2013,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,10.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,12,35,1117,31.914285714285718,10.0,10.0,42.0,18.0,42.0,18.0,15.0,60.0,20.0
596,2013,3-Arlington,Female,Other,Birth to Five Years Old,23.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,15,17,145,8.529411764705884,10.0,10.0,20.0,19.0,20.0,19.0,0.0,39.0,0.0
597,2013,3-Arlington,Male,African American,Birth to Five Years Old,24.0,40.0,21.0,3.0,5.0,5.0,2.0,0.0,65,58,555,9.56896551724138,10.0,10.0,46.0,26.0,39.0,33.0,64.0,72.0,47.05882352941176
598,2013,3-Arlington,Male,African American,Six to Twelve Years Old,4.0,27.0,3.0,6.0,12.0,3.0,0.0,0.0,36,53,1492,28.150943396226417,14.0,14.0,48.0,29.0,48.0,29.0,31.0,77.0,28.703703703703702
599,2013,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,4.0,9.0,0.0,8.0,6.0,2.0,0.0,0.0,12,52,3367,64.75,10.0,10.0,52.0,16.0,54.0,14.0,13.0,68.0,16.049382716049383
600,2013,3-Arlington,Male,Anglo,Birth to Five Years Old,23.0,111.0,36.0,3.0,11.0,6.0,0.0,1.0,128,86,549,6.383720930232557,10.0,10.0,92.0,75.0,85.0,82.0,134.0,167.0,44.518272425249165
601,2013,3-Arlington,Male,Anglo,Six to Twelve Years Old,10.0,40.0,2.0,14.0,15.0,2.0,0.0,1.0,59,55,774,14.072727272727272,14.0,14.0,97.0,68.0,101.0,64.0,50.0,165.0,23.25581395348837
602,2013,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,5.0,7.0,0.0,6.0,7.0,1.0,0.0,0.0,12,80,3310,41.375,10.0,10.0,109.0,26.0,114.0,21.0,12.0,135.0,8.16326530612245
603,2013,3-Arlington,Male,Asian,Birth to Five Years Old,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,15,15.0,4.0,10.0,3.0,2.0,3.0,2.0,0.0,5.0,0.0
604,2013,3-Arlington,Male,Hispanic,Birth to Five Years Old,44.0,27.0,20.0,3.0,13.0,4.0,1.0,1.0,77,49,420,8.571428571428571,10.0,10.0,64.0,40.0,57.0,47.0,71.0,104.0,40.57142857142857
605,2013,3-Arlington,Male,Hispanic,Six to Twelve Years Old,24.0,11.0,2.0,3.0,7.0,3.0,0.0,1.0,29,50,1248,24.96,14.0,14.0,57.0,37.0,56.0,38.0,35.0,94.0,27.131782945736433
606,2013,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,9,36,1275,35.416666666666664,10.0,10.0,53.0,19.0,55.0,17.0,9.0,72.0,11.11111111111111
607,2013,3-Arlington,Male,Other,Birth to Five Years Old,41.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,27,15,128,8.533333333333333,10.0,10.0,26.0,21.0,27.0,20.0,0.0,47.0,0.0
608,2013,3-Arlington,Male,Other,Six to Twelve Years Old,10.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,10,14,304,21.714285714285715,14.0,14.0,25.0,16.0,26.0,15.0,0.0,41.0,0.0
609,2013,3-Arlington,Male,Other,Thirteen to Seventeen Years Old,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,6,156,26.0,6.0,10.0,17.0,2.0,16.0,3.0,0.0,19.0,0.0
610,2013,4-Tyler,Female,African American,Birth to Five Years Old,5.0,11.0,4.0,0.0,2.0,3.0,0.0,0.0,17,15,130,8.666666666666666,10.0,10.0,17.0,28.0,21.0,24.0,16.0,45.0,26.229508196721312
611,2013,4-Tyler,Female,African American,Six to Twelve Years Old,1.0,9.0,2.0,4.0,5.0,0.0,0.0,0.0,13,12,454,37.833333333333336,14.0,14.0,21.0,19.0,25.0,15.0,10.0,40.0,20.0
612,2013,4-Tyler,Female,Anglo,Birth to Five Years Old,8.0,46.0,10.0,0.0,6.0,6.0,0.0,2.0,55,32,200,6.25,10.0,10.0,53.0,57.0,59.0,51.0,54.0,110.0,32.926829268292686
613,2013,4-Tyler,Female,Anglo,Six to Twelve Years Old,1.0,13.0,0.0,2.0,2.0,2.0,0.0,0.0,17,38,349,9.18421052631579,14.0,14.0,68.0,59.0,75.0,52.0,14.0,127.0,9.929078014184398
614,2013,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,3,10,187,18.7,10.0,10.0,58.0,21.0,61.0,18.0,0.0,79.0,0.0
615,2013,4-Tyler,Female,Hispanic,Birth to Five Years Old,13.0,1.0,5.0,0.0,3.0,5.0,0.0,0.0,14,9,53,5.888888888888888,10.0,10.0,18.0,16.0,17.0,17.0,14.0,34.0,29.166666666666668
616,2013,4-Tyler,Female,Hispanic,Six to Twelve Years Old,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,5,75,15.0,14.0,14.0,26.0,15.0,31.0,10.0,0.0,41.0,0.0
617,2013,4-Tyler,Female,Other,Birth to Five Years Old,11.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,9,5,46,9.2,10.0,10.0,12.0,16.0,11.0,17.0,0.0,28.0,0.0
618,2013,4-Tyler,Female,Other,Six to Twelve Years Old,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4,1,4,4.0,12.0,14.0,7.0,12.0,8.0,11.0,0.0,19.0,0.0
619,2013,4-Tyler,Male,African American,Birth to Five Years Old,9.0,8.0,3.0,0.0,3.0,3.0,0.0,0.0,21,11,173,15.727272727272727,10.0,10.0,20.0,25.0,24.0,21.0,17.0,45.0,27.419354838709676
620,2013,4-Tyler,Male,African American,Six to Twelve Years Old,2.0,5.0,1.0,1.0,5.0,1.0,0.0,0.0,16,15,394,26.266666666666666,14.0,14.0,26.0,18.0,32.0,12.0,7.0,44.0,13.725490196078432
621,2013,4-Tyler,Male,African American,Thirteen to Seventeen Years Old,1.0,4.0,0.0,3.0,4.0,2.0,0.0,0.0,4,10,435,43.5,10.0,10.0,25.0,9.0,26.0,8.0,5.0,34.0,12.82051282051282
622,2013,4-Tyler,Male,Anglo,Birth to Five Years Old,6.0,41.0,11.0,4.0,8.0,5.0,0.0,2.0,49,31,202,6.516129032258066,10.0,10.0,51.0,56.0,57.0,50.0,47.0,107.0,30.519480519480517
623,2013,4-Tyler,Male,Anglo,Six to Twelve Years Old,1.0,27.0,1.0,4.0,8.0,1.0,0.0,0.0,30,35,641,18.314285714285713,14.0,14.0,79.0,45.0,82.0,42.0,28.0,124.0,18.421052631578945
624,2013,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,4,19,805,42.368421052631575,10.0,10.0,75.0,15.0,78.0,12.0,4.0,90.0,4.25531914893617
625,2013,4-Tyler,Male,Hispanic,Birth to Five Years Old,13.0,3.0,4.0,1.0,1.0,3.0,0.0,1.0,15,9,79,8.777777777777779,10.0,10.0,19.0,15.0,21.0,13.0,16.0,34.0,32.0
626,2013,4-Tyler,Male,Hispanic,Six to Twelve Years Old,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8,6,90,15.0,14.0,14.0,20.0,8.0,23.0,5.0,0.0,28.0,0.0
627,2013,4-Tyler,Male,Other,Birth to Five Years Old,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8,8,37,4.625,10.0,10.0,21.0,15.0,23.0,13.0,0.0,36.0,0.0
628,2013,4-Tyler,Male,Other,Six to Twelve Years Old,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4,107,26.75,14.0,14.0,13.0,7.0,15.0,5.0,0.0,20.0,0.0
629,2013,5-Beaumont,Female,African American,Birth to Five Years Old,2.0,14.0,5.0,0.0,2.0,2.0,0.0,1.0,16,18,245,13.611111111111109,10.0,10.0,26.0,8.0,24.0,10.0,16.0,34.0,32.0
630,2013,5-Beaumont,Female,African American,Six to Twelve Years Old,0.0,8.0,1.0,1.0,3.0,0.0,0.0,0.0,7,10,109,10.9,8.0,14.0,16.0,12.0,17.0,11.0,0.0,28.0,0.0
631,2013,5-Beaumont,Female,Anglo,Birth to Five Years Old,0.0,28.0,5.0,0.0,3.0,2.0,0.0,0.0,30,17,75,4.411764705882354,10.0,10.0,36.0,18.0,31.0,23.0,0.0,54.0,0.0
632,2013,5-Beaumont,Female,Anglo,Six to Twelve Years Old,0.0,15.0,3.0,5.0,7.0,0.0,0.0,0.0,18,11,186,16.90909090909091,14.0,14.0,25.0,22.0,27.0,20.0,0.0,47.0,0.0
633,2013,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,7,10,185,18.5,10.0,10.0,27.0,14.0,30.0,11.0,0.0,41.0,0.0
634,2013,5-Beaumont,Female,Hispanic,Birth to Five Years Old,6.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6,3,17,5.666666666666668,8.0,10.0,5.0,5.0,5.0,5.0,0.0,10.0,0.0
635,2013,5-Beaumont,Female,Other,Thirteen to Seventeen Years Old,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,3,69,23.0,8.0,9.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0
636,2013,5-Beaumont,Male,African American,Birth to Five Years Old,6.0,16.0,3.0,0.0,4.0,3.0,0.0,1.0,22,8,58,7.25,10.0,10.0,27.0,10.0,26.0,11.0,22.0,37.0,37.28813559322034
637,2013,5-Beaumont,Male,African American,Six to Twelve Years Old,0.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,9,9,147,16.333333333333332,12.0,14.0,23.0,13.0,26.0,10.0,0.0,36.0,0.0
638,2013,5-Beaumont,Male,African American,Thirteen to Seventeen Years Old,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3,3,330,110.0,6.0,10.0,14.0,3.0,14.0,3.0,0.0,17.0,0.0
639,2013,5-Beaumont,Male,Anglo,Birth to Five Years Old,2.0,22.0,6.0,1.0,3.0,3.0,0.0,0.0,25,11,35,3.1818181818181817,10.0,10.0,32.0,21.0,32.0,21.0,24.0,53.0,31.16883116883117
640,2013,5-Beaumont,Male,Anglo,Six to Twelve Years Old,0.0,11.0,0.0,1.0,8.0,0.0,0.0,0.0,13,14,240,17.142857142857142,14.0,14.0,40.0,16.0,41.0,15.0,0.0,56.0,0.0
641,2013,5-Beaumont,Male,Hispanic,Birth to Five Years Old,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,6,4,21,5.25,10.0,10.0,3.0,5.0,3.0,5.0,6.0,8.0,42.857142857142854
642,2013,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,6,1,19,19.0,8.0,14.0,8.0,0.0,8.0,0.0,6.0,0.0,0.0
643,2013,5-Beaumont,Male,Other,Birth to Five Years Old,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,5,27,5.4,4.0,10.0,9.0,6.0,10.0,5.0,0.0,15.0,0.0
644,2013,6-Houston,Female,African American,Birth to Five Years Old,26.0,151.0,31.0,0.0,4.0,11.0,0.0,2.0,156,150,1554,10.36,10.0,10.0,31.0,30.0,28.0,33.0,177.0,61.0,74.36974789915966
645,2013,6-Houston,Female,African American,Six to Twelve Years Old,11.0,89.0,2.0,9.0,13.0,8.0,0.0,1.0,93,117,2773,23.700854700854702,14.0,14.0,41.0,32.0,39.0,34.0,100.0,73.0,57.80346820809249
646,2013,6-Houston,Female,African American,Thirteen to Seventeen Years Old,2.0,24.0,2.0,7.0,1.0,0.0,0.0,0.0,27,59,2868,48.61016949152543,10.0,10.0,41.0,20.0,46.0,15.0,26.0,61.0,29.88505747126437
647,2013,6-Houston,Female,Anglo,Birth to Five Years Old,7.0,57.0,10.0,0.0,2.0,4.0,0.0,0.0,62,58,394,6.793103448275862,10.0,10.0,45.0,40.0,42.0,43.0,64.0,85.0,42.95302013422819
648,2013,6-Houston,Female,Anglo,Six to Twelve Years Old,9.0,30.0,1.0,0.0,3.0,1.0,0.0,1.0,34,47,674,14.340425531914894,14.0,14.0,51.0,39.0,50.0,40.0,39.0,90.0,30.23255813953488
649,2013,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,3.0,10.0,0.0,5.0,2.0,2.0,0.0,0.0,12,38,843,22.184210526315788,10.0,10.0,50.0,25.0,49.0,26.0,13.0,75.0,14.772727272727273
