,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative,Number of Consummated Adoptions,Number of Kids in Substitute Care,Percent of Kids in Consummated Adoptions
1524,2018,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,7,10,429,42.9,10.0,10.0,35.0,22.0,34.0,23.0,5.0,57.0,8.064516129032258
1525,2018,2-Abilene,Female,Hispanic,Birth to Five Years Old,19.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,23,21,98,4.666666666666667,10.0,10.0,24.0,25.0,22.0,27.0,23.0,49.0,31.944444444444443
1526,2018,2-Abilene,Female,Hispanic,Six to Twelve Years Old,6.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,20,17,126,7.411764705882352,14.0,14.0,28.0,35.0,29.0,34.0,11.0,63.0,14.864864864864865
1527,2018,2-Abilene,Female,Other,Birth to Five Years Old,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,8,2,2,1.0,10.0,10.0,10.0,13.0,11.0,12.0,0.0,23.0,0.0
1528,2018,2-Abilene,Male,African American,Birth to Five Years Old,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,7,61,8.714285714285714,10.0,10.0,15.0,8.0,13.0,10.0,2.0,23.0,8.0
1529,2018,2-Abilene,Male,Anglo,Birth to Five Years Old,7.0,22.0,9.0,3.0,6.0,3.0,0.0,0.0,29,22,128,5.8181818181818175,10.0,10.0,38.0,36.0,27.0,47.0,29.0,74.0,28.155339805825243
1530,2018,2-Abilene,Male,Anglo,Six to Twelve Years Old,2.0,7.0,0.0,3.0,6.0,1.0,0.0,1.0,14,20,191,9.55,14.0,14.0,50.0,32.0,48.0,34.0,9.0,82.0,9.89010989010989
1531,2018,2-Abilene,Male,Hispanic,Birth to Five Years Old,19.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,24,23,168,7.304347826086956,10.0,10.0,17.0,32.0,17.0,32.0,24.0,49.0,32.87671232876712
1532,2018,2-Abilene,Male,Hispanic,Six to Twelve Years Old,6.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,17,8,218,27.25,14.0,14.0,27.0,26.0,22.0,31.0,10.0,53.0,15.873015873015872
1533,2018,2-Abilene,Male,Hispanic,Thirteen to Seventeen Years Old,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,11,539,49.0,8.0,10.0,20.0,13.0,22.0,11.0,3.0,33.0,8.333333333333332
1534,2018,2-Abilene,Male,Other,Birth to Five Years Old,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,4,58,14.5,10.0,10.0,10.0,7.0,11.0,6.0,0.0,17.0,0.0
1535,2018,2-Abilene,Male,Other,Six to Twelve Years Old,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,7,113,16.142857142857142,12.0,14.0,16.0,5.0,13.0,8.0,0.0,21.0,0.0
1536,2018,2-Abilene,Male,Other,Thirteen to Seventeen Years Old,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,68,68.0,8.0,10.0,10.0,2.0,10.0,2.0,0.0,12.0,0.0
1537,2018,3-Arlington,Female,African American,Birth to Five Years Old,36.0,44.0,16.0,3.0,2.0,4.0,0.0,0.0,79,59,617,10.457627118644067,10.0,10.0,48.0,39.0,37.0,50.0,80.0,87.0,47.90419161676647
1538,2018,3-Arlington,Female,African American,Six to Twelve Years Old,11.0,21.0,0.0,10.0,4.0,2.0,0.0,1.0,35,32,673,21.03125,14.0,14.0,57.0,39.0,50.0,46.0,32.0,96.0,25.0
1539,2018,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,4.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,16,45,1691,37.57777777777777,10.0,10.0,54.0,25.0,62.0,17.0,12.0,79.0,13.186813186813188
1540,2018,3-Arlington,Female,Anglo,Birth to Five Years Old,27.0,96.0,30.0,2.0,13.0,4.0,0.0,2.0,121,77,542,7.038961038961038,10.0,10.0,98.0,68.0,90.0,76.0,123.0,166.0,42.56055363321799
1541,2018,3-Arlington,Female,Anglo,Six to Twelve Years Old,18.0,52.0,2.0,7.0,6.0,0.0,0.0,1.0,68,65,767,11.8,14.0,14.0,114.0,70.0,111.0,73.0,70.0,184.0,27.559055118110237
1542,2018,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,13.0,15.0,2.0,5.0,4.0,0.0,0.0,0.0,22,62,1749,28.20967741935484,10.0,10.0,118.0,45.0,124.0,39.0,28.0,163.0,14.659685863874344
1543,2018,3-Arlington,Female,Hispanic,Birth to Five Years Old,68.0,32.0,18.0,2.0,8.0,4.0,0.0,1.0,97,50,419,8.38,10.0,10.0,55.0,31.0,52.0,34.0,100.0,86.0,53.76344086021505
1544,2018,3-Arlington,Female,Hispanic,Six to Twelve Years Old,48.0,16.0,1.0,3.0,4.0,2.0,0.0,1.0,53,37,607,16.40540540540541,14.0,14.0,73.0,39.0,64.0,48.0,64.0,112.0,36.36363636363637
1545,2018,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,11.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,8,48,1592,33.166666666666664,10.0,10.0,51.0,33.0,56.0,28.0,12.0,84.0,12.5
1546,2018,3-Arlington,Female,Other,Birth to Five Years Old,31.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,24,19,94,4.947368421052632,10.0,10.0,34.0,28.0,39.0,23.0,0.0,62.0,0.0
1547,2018,3-Arlington,Female,Other,Six to Twelve Years Old,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,10,12,127,10.583333333333334,14.0,14.0,29.0,20.0,27.0,22.0,0.0,49.0,0.0
1548,2018,3-Arlington,Female,Other,Thirteen to Seventeen Years Old,7.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5,9,243,27.0,10.0,10.0,21.0,10.0,23.0,8.0,0.0,31.0,0.0
1549,2018,3-Arlington,Male,African American,Birth to Five Years Old,51.0,46.0,12.0,1.0,4.0,4.0,0.0,0.0,97,81,633,7.814814814814816,10.0,10.0,66.0,43.0,57.0,52.0,97.0,109.0,47.0873786407767
1550,2018,3-Arlington,Male,African American,Six to Twelve Years Old,17.0,19.0,0.0,7.0,10.0,1.0,0.0,0.0,43,67,1868,27.88059701492537,14.0,14.0,76.0,46.0,72.0,50.0,36.0,122.0,22.78481012658228
1551,2018,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,3.0,11.0,0.0,4.0,5.0,2.0,0.0,2.0,15,49,2062,42.08163265306123,10.0,10.0,59.0,19.0,59.0,19.0,14.0,78.0,15.217391304347828
1552,2018,3-Arlington,Male,Anglo,Birth to Five Years Old,35.0,108.0,21.0,0.0,3.0,4.0,0.0,4.0,134,71,354,4.985915492957746,10.0,10.0,102.0,69.0,95.0,76.0,143.0,171.0,45.54140127388535
1553,2018,3-Arlington,Male,Anglo,Six to Twelve Years Old,22.0,61.0,5.0,4.0,16.0,1.0,0.0,1.0,79,67,1607,23.98507462686567,14.0,14.0,117.0,63.0,111.0,69.0,83.0,180.0,31.55893536121673
1554,2018,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,3.0,12.0,0.0,2.0,2.0,1.0,0.0,0.0,11,63,2128,33.77777777777778,10.0,10.0,100.0,28.0,107.0,21.0,15.0,128.0,10.48951048951049
1555,2018,3-Arlington,Male,Hispanic,Birth to Five Years Old,82.0,27.0,16.0,1.0,7.0,3.0,0.0,0.0,106,59,642,10.881355932203391,10.0,10.0,75.0,40.0,63.0,52.0,109.0,115.0,48.660714285714285
1556,2018,3-Arlington,Male,Hispanic,Six to Twelve Years Old,41.0,14.0,0.0,6.0,9.0,1.0,0.0,0.0,48,55,1008,18.327272727272728,14.0,14.0,69.0,42.0,62.0,49.0,55.0,111.0,33.13253012048193
1557,2018,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,14.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,11,34,1427,41.970588235294116,10.0,10.0,43.0,22.0,45.0,20.0,18.0,65.0,21.686746987951807
1558,2018,3-Arlington,Male,Other,Birth to Five Years Old,41.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,31,27,162,6.0,10.0,10.0,32.0,27.0,27.0,32.0,0.0,59.0,0.0
1559,2018,3-Arlington,Male,Other,Six to Twelve Years Old,24.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,18,15,320,21.33333333333333,14.0,14.0,29.0,20.0,30.0,19.0,0.0,49.0,0.0
1560,2018,3-Arlington,Male,Other,Thirteen to Seventeen Years Old,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4,10,548,54.8,10.0,10.0,27.0,7.0,29.0,5.0,0.0,34.0,0.0
1561,2018,4-Tyler,Female,African American,Birth to Five Years Old,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,9,14,113,8.071428571428571,10.0,10.0,34.0,38.0,32.0,40.0,7.0,72.0,8.860759493670885
1562,2018,4-Tyler,Female,African American,Six to Twelve Years Old,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4,9,138,15.333333333333336,14.0,14.0,17.0,27.0,15.0,29.0,4.0,44.0,8.333333333333332
1563,2018,4-Tyler,Female,Anglo,Birth to Five Years Old,7.0,44.0,7.0,0.0,3.0,7.0,0.0,0.0,47,56,349,6.232142857142858,10.0,10.0,73.0,58.0,70.0,61.0,51.0,131.0,28.021978021978022
1564,2018,4-Tyler,Female,Anglo,Six to Twelve Years Old,9.0,24.0,1.0,5.0,7.0,0.0,0.0,0.0,34,42,535,12.738095238095234,14.0,14.0,67.0,52.0,67.0,52.0,33.0,119.0,21.710526315789476
1565,2018,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,9,24,613,25.54166666666667,10.0,10.0,65.0,26.0,64.0,27.0,0.0,91.0,0.0
1566,2018,4-Tyler,Female,Hispanic,Six to Twelve Years Old,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,9,127,14.111111111111109,14.0,14.0,13.0,16.0,14.0,15.0,0.0,29.0,0.0
1567,2018,4-Tyler,Female,Other,Birth to Five Years Old,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,8,10,64,6.4,10.0,10.0,24.0,16.0,18.0,22.0,0.0,40.0,0.0
1568,2018,4-Tyler,Male,African American,Birth to Five Years Old,8.0,8.0,4.0,0.0,2.0,2.0,0.0,1.0,17,14,168,12.0,10.0,10.0,34.0,36.0,32.0,38.0,16.0,70.0,18.6046511627907
1569,2018,4-Tyler,Male,African American,Six to Twelve Years Old,6.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,10,9,100,11.111111111111109,14.0,14.0,31.0,25.0,31.0,25.0,12.0,56.0,17.647058823529413
1570,2018,4-Tyler,Male,Anglo,Birth to Five Years Old,7.0,38.0,7.0,2.0,9.0,7.0,0.0,3.0,49,52,262,5.038461538461538,10.0,10.0,80.0,61.0,77.0,64.0,45.0,141.0,24.193548387096776
1571,2018,4-Tyler,Male,Anglo,Six to Twelve Years Old,8.0,21.0,1.0,5.0,8.0,3.0,0.0,1.0,31,54,845,15.648148148148149,14.0,14.0,74.0,66.0,74.0,66.0,29.0,140.0,17.159763313609467
1572,2018,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,7,34,1322,38.882352941176464,10.0,10.0,73.0,20.0,71.0,22.0,8.0,93.0,7.920792079207921
1573,2018,4-Tyler,Male,Hispanic,Birth to Five Years Old,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,10,8,51,6.375,10.0,10.0,19.0,16.0,19.0,16.0,14.0,35.0,28.57142857142857
1574,2018,4-Tyler,Male,Hispanic,Six to Twelve Years Old,9.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,8,16,251,15.6875,14.0,14.0,28.0,17.0,28.0,17.0,10.0,45.0,18.181818181818183
1575,2018,4-Tyler,Male,Other,Birth to Five Years Old,15.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,11,8,51,6.375,10.0,10.0,14.0,25.0,14.0,25.0,0.0,39.0,0.0
1576,2018,4-Tyler,Male,Other,Six to Twelve Years Old,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,6,36,6.0,14.0,14.0,18.0,13.0,18.0,13.0,0.0,31.0,0.0
1577,2018,5-Beaumont,Female,African American,Birth to Five Years Old,3.0,17.0,1.0,0.0,3.0,1.0,0.0,0.0,22,21,174,8.285714285714286,10.0,10.0,25.0,21.0,22.0,24.0,20.0,46.0,30.303030303030305
1578,2018,5-Beaumont,Female,African American,Thirteen to Seventeen Years Old,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4,153,38.25,4.0,10.0,14.0,8.0,13.0,9.0,0.0,22.0,0.0
1579,2018,5-Beaumont,Female,Anglo,Birth to Five Years Old,1.0,36.0,6.0,0.0,2.0,0.0,0.0,0.0,37,28,198,7.071428571428571,10.0,10.0,48.0,38.0,47.0,39.0,37.0,86.0,30.081300813008134
1580,2018,5-Beaumont,Female,Anglo,Six to Twelve Years Old,0.0,24.0,2.0,3.0,1.0,1.0,0.0,0.0,23,30,395,13.166666666666664,14.0,14.0,48.0,43.0,48.0,43.0,0.0,91.0,0.0
1581,2018,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,6,11,335,30.45454545454545,10.0,10.0,26.0,18.0,24.0,20.0,8.0,44.0,15.384615384615385
1582,2018,5-Beaumont,Female,Hispanic,Birth to Five Years Old,7.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,10,7,36,5.142857142857143,8.0,10.0,11.0,8.0,10.0,9.0,10.0,19.0,34.48275862068966
1583,2018,5-Beaumont,Female,Hispanic,Thirteen to Seventeen Years Old,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,5,79,15.8,4.0,10.0,11.0,6.0,10.0,7.0,0.0,17.0,0.0
1584,2018,5-Beaumont,Male,African American,Birth to Five Years Old,3.0,20.0,2.0,0.0,0.0,1.0,0.0,1.0,23,9,71,7.888888888888888,10.0,10.0,26.0,24.0,28.0,22.0,23.0,50.0,31.506849315068493
1585,2018,5-Beaumont,Male,African American,Six to Twelve Years Old,1.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,8,17,307,18.058823529411768,12.0,14.0,25.0,20.0,26.0,19.0,8.0,45.0,15.09433962264151
1586,2018,5-Beaumont,Male,Anglo,Birth to Five Years Old,3.0,33.0,8.0,1.0,2.0,2.0,0.0,2.0,34,35,167,4.771428571428571,10.0,10.0,54.0,41.0,52.0,43.0,36.0,95.0,27.480916030534353
1587,2018,5-Beaumont,Male,Anglo,Six to Twelve Years Old,1.0,14.0,0.0,4.0,3.0,1.0,0.0,0.0,17,21,178,8.476190476190476,14.0,14.0,54.0,40.0,57.0,37.0,15.0,94.0,13.761467889908257
1588,2018,5-Beaumont,Male,Anglo,Thirteen to Seventeen Years Old,1.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,8,18,438,24.33333333333333,8.0,10.0,39.0,16.0,41.0,14.0,7.0,55.0,11.29032258064516
1589,2018,5-Beaumont,Male,Hispanic,Birth to Five Years Old,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7,3,20,6.666666666666668,10.0,10.0,12.0,5.0,11.0,6.0,7.0,17.0,29.166666666666668
1590,2018,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,7,98,14.0,8.0,14.0,9.0,10.0,9.0,10.0,0.0,19.0,0.0
1591,2018,5-Beaumont,Male,Other,Birth to Five Years Old,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4,6,40,6.666666666666668,10.0,10.0,5.0,6.0,5.0,6.0,0.0,11.0,0.0
1592,2018,6-Houston,Female,African American,Birth to Five Years Old,36.0,71.0,9.0,1.0,4.0,3.0,0.0,1.0,121,124,1042,8.403225806451612,10.0,10.0,35.0,33.0,37.0,31.0,107.0,68.0,61.142857142857146
1593,2018,6-Houston,Female,African American,Six to Twelve Years Old,3.0,47.0,1.0,5.0,6.0,5.0,0.0,0.0,53,101,1761,17.435643564356436,14.0,14.0,43.0,37.0,41.0,39.0,50.0,80.0,38.46153846153847
1594,2018,6-Houston,Female,African American,Thirteen to Seventeen Years Old,2.0,11.0,0.0,5.0,4.0,0.0,0.0,0.0,16,62,2718,43.838709677419345,10.0,10.0,49.0,21.0,54.0,16.0,13.0,70.0,15.66265060240964
1595,2018,6-Houston,Female,Anglo,Birth to Five Years Old,20.0,53.0,8.0,0.0,5.0,3.0,0.0,0.0,77,68,551,8.102941176470589,10.0,10.0,50.0,43.0,39.0,54.0,73.0,93.0,43.97590361445783
1596,2018,6-Houston,Female,Anglo,Six to Twelve Years Old,8.0,32.0,1.0,7.0,9.0,1.0,0.0,0.0,42,48,531,11.0625,14.0,14.0,67.0,38.0,60.0,45.0,40.0,105.0,27.586206896551722
1597,2018,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,3.0,12.0,0.0,2.0,3.0,0.0,0.0,0.0,19,25,788,31.52,10.0,10.0,62.0,28.0,70.0,20.0,15.0,90.0,14.285714285714285
1598,2018,6-Houston,Female,Hispanic,Birth to Five Years Old,48.0,30.0,12.0,0.0,4.0,3.0,0.0,1.0,88,99,875,8.838383838383841,10.0,10.0,41.0,38.0,40.0,39.0,78.0,79.0,49.681528662420384
1599,2018,6-Houston,Female,Hispanic,Six to Twelve Years Old,28.0,15.0,1.0,6.0,5.0,3.0,0.0,1.0,55,99,1147,11.585858585858588,14.0,14.0,57.0,52.0,59.0,50.0,43.0,109.0,28.289473684210524
1600,2018,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,12,40,772,19.3,10.0,10.0,52.0,30.0,59.0,23.0,8.0,82.0,8.88888888888889
1601,2018,6-Houston,Female,Other,Birth to Five Years Old,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,14,63,4.5,10.0,10.0,18.0,15.0,14.0,19.0,0.0,33.0,0.0
1602,2018,6-Houston,Female,Other,Six to Twelve Years Old,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,10,210,21.0,14.0,14.0,22.0,14.0,17.0,19.0,0.0,36.0,0.0
1603,2018,6-Houston,Male,African American,Birth to Five Years Old,41.0,91.0,15.0,0.0,10.0,7.0,0.0,3.0,143,163,1420,8.71165644171779,10.0,10.0,40.0,34.0,35.0,39.0,132.0,74.0,64.07766990291263
1604,2018,6-Houston,Male,African American,Six to Twelve Years Old,11.0,40.0,3.0,8.0,15.0,1.0,0.0,0.0,63,120,3476,28.966666666666665,14.0,14.0,55.0,38.0,55.0,38.0,51.0,93.0,35.41666666666667
1605,2018,6-Houston,Male,African American,Thirteen to Seventeen Years Old,2.0,11.0,1.0,4.0,4.0,0.0,0.0,0.0,14,69,3909,56.65217391304348,10.0,10.0,47.0,16.0,49.0,14.0,13.0,63.0,17.105263157894736
1606,2018,6-Houston,Male,Anglo,Birth to Five Years Old,13.0,43.0,12.0,0.0,5.0,4.0,0.0,1.0,64,70,499,7.128571428571429,10.0,10.0,58.0,39.0,45.0,52.0,56.0,97.0,36.60130718954248
1607,2018,6-Houston,Male,Anglo,Six to Twelve Years Old,7.0,39.0,2.0,6.0,11.0,1.0,0.0,0.0,38,53,825,15.566037735849054,14.0,14.0,64.0,42.0,58.0,48.0,46.0,106.0,30.263157894736842
1608,2018,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,4.0,7.0,2.0,4.0,6.0,1.0,0.0,0.0,14,35,1516,43.31428571428572,10.0,10.0,67.0,27.0,72.0,22.0,11.0,94.0,10.476190476190476
1609,2018,6-Houston,Male,Hispanic,Birth to Five Years Old,46.0,28.0,10.0,2.0,6.0,5.0,0.0,1.0,86,91,698,7.670329670329671,10.0,10.0,39.0,34.0,39.0,34.0,74.0,73.0,50.34013605442177
1610,2018,6-Houston,Male,Hispanic,Six to Twelve Years Old,14.0,16.0,1.0,2.0,9.0,2.0,0.0,1.0,41,96,1373,14.302083333333336,14.0,14.0,66.0,41.0,66.0,41.0,30.0,107.0,21.897810218978105
1611,2018,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,6.0,6.0,0.0,2.0,3.0,3.0,0.0,0.0,8,44,1851,42.06818181818182,8.0,10.0,48.0,23.0,48.0,23.0,12.0,71.0,14.457831325301203
1612,2018,6-Houston,Male,Other,Birth to Five Years Old,21.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,23,12,121,10.083333333333334,10.0,10.0,19.0,22.0,16.0,25.0,0.0,41.0,0.0
1613,2018,6-Houston,Male,Other,Six to Twelve Years Old,10.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,13,6,145,24.16666666666667,14.0,14.0,18.0,20.0,19.0,19.0,0.0,38.0,0.0
1614,2018,6-Houston,Male,Other,Thirteen to Seventeen Years Old,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,15,719,47.93333333333333,6.0,8.0,19.0,7.0,20.0,6.0,0.0,26.0,0.0
1615,2018,7-Austin,Female,African American,Birth to Five Years Old,12.0,30.0,5.0,0.0,2.0,2.0,0.0,0.0,38,60,357,5.95,10.0,10.0,35.0,41.0,30.0,46.0,42.0,76.0,35.59322033898305
1616,2018,7-Austin,Female,African American,Six to Twelve Years Old,2.0,12.0,0.0,1.0,1.0,2.0,0.0,0.0,9,46,599,13.021739130434785,14.0,14.0,44.0,42.0,41.0,45.0,14.0,86.0,14.000000000000002
1617,2018,7-Austin,Female,African American,Thirteen to Seventeen Years Old,2.0,8.0,1.0,4.0,2.0,1.0,0.0,0.0,9,22,721,32.77272727272727,10.0,10.0,46.0,22.0,45.0,23.0,10.0,68.0,12.82051282051282
1618,2018,7-Austin,Female,Anglo,Birth to Five Years Old,19.0,55.0,14.0,1.0,4.0,2.0,0.0,3.0,74,64,264,4.125,10.0,10.0,72.0,75.0,59.0,88.0,74.0,147.0,33.4841628959276
1619,2018,7-Austin,Female,Anglo,Six to Twelve Years Old,9.0,53.0,2.0,6.0,10.0,4.0,0.0,0.0,63,42,373,8.880952380952381,14.0,14.0,68.0,66.0,63.0,71.0,62.0,134.0,31.63265306122449
1620,2018,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,3.0,16.0,0.0,4.0,1.0,0.0,0.0,0.0,21,31,664,21.41935483870968,10.0,10.0,81.0,34.0,83.0,32.0,19.0,115.0,14.17910447761194
1621,2018,7-Austin,Female,Hispanic,Birth to Five Years Old,73.0,31.0,11.0,1.0,5.0,2.0,0.0,1.0,99,71,444,6.253521126760563,10.0,10.0,50.0,61.0,45.0,66.0,104.0,111.0,48.372093023255815
1622,2018,7-Austin,Female,Hispanic,Six to Twelve Years Old,24.0,21.0,1.0,2.0,6.0,2.0,0.0,0.0,46,64,942,14.71875,14.0,14.0,55.0,64.0,54.0,65.0,45.0,119.0,27.439024390243905
1623,2018,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,11.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,17,39,697,17.871794871794872,10.0,10.0,52.0,44.0,57.0,39.0,18.0,96.0,15.789473684210526
1624,2018,7-Austin,Female,Other,Birth to Five Years Old,15.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,14,14,75,5.357142857142857,10.0,10.0,28.0,32.0,22.0,38.0,0.0,60.0,0.0
1625,2018,7-Austin,Female,Other,Six to Twelve Years Old,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8,10,104,10.4,14.0,14.0,10.0,20.0,9.0,21.0,0.0,30.0,0.0
1626,2018,7-Austin,Female,Other,Thirteen to Seventeen Years Old,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,7,69,9.857142857142858,10.0,10.0,15.0,7.0,16.0,6.0,0.0,22.0,0.0
1627,2018,7-Austin,Male,African American,Birth to Five Years Old,26.0,32.0,8.0,0.0,1.0,2.0,0.0,0.0,55,61,472,7.737704918032787,10.0,10.0,40.0,39.0,41.0,38.0,58.0,79.0,42.33576642335766
1628,2018,7-Austin,Male,African American,Six to Twelve Years Old,8.0,15.0,1.0,6.0,6.0,0.0,0.0,0.0,21,42,498,11.857142857142858,14.0,14.0,46.0,44.0,44.0,46.0,23.0,90.0,20.353982300884958
1629,2018,7-Austin,Male,Anglo,Birth to Five Years Old,19.0,50.0,9.0,3.0,9.0,3.0,0.0,3.0,71,66,374,5.666666666666668,10.0,10.0,80.0,78.0,70.0,88.0,69.0,158.0,30.396475770925107
1630,2018,7-Austin,Male,Anglo,Six to Twelve Years Old,8.0,29.0,0.0,4.0,10.0,1.0,0.0,0.0,38,57,639,11.210526315789476,14.0,14.0,76.0,75.0,76.0,75.0,37.0,151.0,19.680851063829788
1631,2018,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,4.0,8.0,0.0,3.0,4.0,1.0,0.0,0.0,12,40,888,22.2,10.0,10.0,90.0,45.0,92.0,43.0,12.0,135.0,8.16326530612245
1632,2018,7-Austin,Male,Hispanic,Birth to Five Years Old,63.0,42.0,12.0,4.0,8.0,3.0,0.0,0.0,101,79,583,7.3797468354430364,10.0,10.0,62.0,62.0,50.0,74.0,105.0,124.0,45.851528384279476
1633,2018,7-Austin,Male,Hispanic,Six to Twelve Years Old,29.0,24.0,2.0,3.0,11.0,3.0,0.0,0.0,53,60,767,12.783333333333333,14.0,14.0,68.0,63.0,62.0,69.0,53.0,131.0,28.804347826086957
1634,2018,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,6.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,8,27,643,23.81481481481481,10.0,10.0,55.0,32.0,59.0,28.0,9.0,87.0,9.375
1635,2018,7-Austin,Male,Other,Birth to Five Years Old,18.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,17,23,150,6.521739130434782,10.0,10.0,18.0,24.0,16.0,26.0,0.0,42.0,0.0
1636,2018,7-Austin,Male,Other,Six to Twelve Years Old,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6,17,228,13.411764705882351,14.0,14.0,23.0,14.0,19.0,18.0,0.0,37.0,0.0
1637,2018,7-Austin,Male,Other,Thirteen to Seventeen Years Old,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,3,146,48.66666666666666,6.0,8.0,8.0,5.0,7.0,6.0,0.0,13.0,0.0
1638,2018,8-San Antonio,Female,African American,Birth to Five Years Old,6.0,15.0,5.0,1.0,1.0,1.0,0.0,0.0,20,18,119,6.611111111111112,10.0,10.0,15.0,8.0,13.0,10.0,21.0,23.0,47.72727272727273
1639,2018,8-San Antonio,Female,African American,Six to Twelve Years Old,6.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,12,26,322,12.384615384615385,14.0,14.0,22.0,9.0,21.0,10.0,13.0,31.0,29.545454545454547
1640,2018,8-San Antonio,Female,Anglo,Birth to Five Years Old,16.0,21.0,15.0,3.0,9.0,3.0,0.0,2.0,36,28,209,7.4642857142857135,10.0,10.0,47.0,28.0,42.0,33.0,37.0,75.0,33.035714285714285
